No subject; outdoors
==========
430	4067	4078	40	10	4059	4065	4068	4072	4085	36	51	41	21	19	21	10	5	51	53	55	54	62	65	65	20	55	54	55	60	62	63	67	56	64	62	59	62	65	69	66	64	66	59	60	62	64	67	66	57	63	58	61	63	64	61	62	56	61	55	61	64	62	62	61
430	43	47	17	0	4088	4082	4081	26	58	51	50	56	57	60	48	37	58	53	58	59	59	63	67	69	65	54	61	56	68	62	68	66	63	62	62	63	65	65	64	68	60	61	63	63	64	64	64	66	60	56	61	60	62	59	60	61	57	55	54	61	61	57	60	60
431	15	4085	4080	43	71	75	59	54	61	47	15	68	76	79	66	63	66	71	71	77	74	79	69	57	66	69	68	75	76	76	69	69	66	65	70	73	76	75	68	69	64	65	67	70	72	72	72	67	63	61	65	69	70	69	69	64	57	63	62	63	65	68	65	62
431	74	75	71	62	62	59	56	54	80	74	69	57	55	58	53	57	75	75	70	70	69	63	67	63	75	71	70	66	66	66	67	64	75	71	68	64	67	61	68	64	61	70	65	66	67	67	66	64	64	62	60	69	62	55	54	47	61	60	55	58	55	51	49	47
431	65	46	80	80	70	65	60	60	72	72	78	78	74	68	63	63	69	72	77	75	70	68	70	68	66	72	76	74	70	67	66	67	64	69	67	72	73	67	66	68	62	63	61	62	73	66	66	67	61	59	61	68	64	56	56	53	51	60	58	54	57	49	52	46
432	76	69	64	61	56	55	44	45	73	65	59	59	55	60	52	53	78	69	68	65	68	65	59	60	74	70	68	68	66	69	63	66	73	70	66	65	66	66	64	63	68	67	64	67	65	64	60	60	68	62	65	64	56	50	50	50	64	52	54	51	52	46	45	45
432	60	52	46	43	39	14	4073	4070	65	59	58	58	56	49	40	8	54	61	54	53	52	58	57	49	70	64	67	65	66	62	62	56	68	65	66	65	64	65	64	61	63	65	64	65	64	69	60	52	65	62	63	54	56	50	46	46	55	50	49	48	50	43	43	40
432	57	48	45	27	4079	4064	4048	4055	58	53	56	52	40	4090	4065	4058	63	57	55	55	57	21	4086	4082	69	62	63	62	62	37	12	31	67	65	65	63	60	59	52	52	65	61	60	59	51	50	46	49	45	48	43	51	48	47	39	43	41	44	45	46	44	44	38	38
432	21	4062	4044	4035	4026	4033	4027	4028	37	20	4063	4039	4033	4045	4035	4037	49	44	18	4058	4055	4057	4053	4061	54	46	36	4074	4077	4074	4075	4081	61	60	46	8	22	21	24	27	60	56	50	47	47	51	44	46	55	47	41	46	47	48	45	46	39	44	40	43	41	40	45	40
431	4035	4024	4024	4025	4018	4025	4025	4028	4046	4035	4038	4034	4032	4045	4033	4040	4060	4056	4053	4052	4050	4057	4059	4059	4082	4075	4075	4072	4079	4078	4081	4088	19	25	22	22	25	26	30	31	48	50	54	55	50	51	52	53	40	36	36	40	37	39	35	36	39	47	48	47	51	47	46	41
431	4036	4033	4031	4035	4025	4032	4025	4033	4055	4042	4038	4040	4037	4045	4046	4038	4064	4063	4057	4061	4056	4063	4063	4070	4091	4083	4079	4085	4085	4082	4088	4093	39	33	34	28	29	32	38	34	54	56	48	52	59	62	56	50	40	41	38	45	44	41	44	46	39	52	48	52	52	49	41	38
431	4038	4030	4035	4028	4027	4034	4036	4040	4049	4044	4034	4039	4037	4047	4043	4051	4059	4055	4052	4053	4052	4062	4065	4071	4086	4081	4074	4077	4078	4082	4084	32	28	17	19	17	22	22	25	40	48	51	57	52	50	52	47	45	47	44	48	53	52	45	43	41	49	50	46	45	44	35	36	31
430	4032	4028	4033	4030	4044	33	39	35	4045	4043	4039	4046	4058	40	48	48	4064	4058	4059	4060	4067	44	52	53	4080	4077	4083	1	6	49	52	55	20	15	24	41	45	56	57	56	49	50	47	50	49	51	53	53	54	51	49	57	51	52	49	49	44	43	35	45	46	43	40	38
